Hours_Studied,Attendance(%),Previous_Scores,Parental_Education_Level,Gender,Exam_Score
15,100,94,College,Male,73
25,85,78,High School,Female,69
24,92,78,High School,Male,71
15,91,64,High School,Male,64
28,74,96,High School,Female,68
27,83,95,High School,Female,69
21,93,87,High School,Female,70
20,88,56,,Female,67
23,61,85,High School,Male,66
15,73,63,Postgraduate,Male,65
20,66,59,College,Male,66
7,69,88,Postgraduate,Female,61
25,96,98,High School,Female,71
11,61,55,High School,Male,60
29,69,58,College,Male,66
18,72,61,College,Male,61
19,85,98,High School,Female,68
16,81,85,College,Male,68
18,69,84,High School,Male,65
29,67,75,High School,Female,65
5,69,77,College,Female,60
28,80,65,College,Male,67
22,71,58,College,Female,65
13,98,89,High School,Male,70
14,79,74,High School,Male,64
30,62,63,High School,Male,68
14,89,82,College,Female,69
13,73,60,College,Female,65
27,86,74,High School,Male,71
22,71,60,High School,Female,65
14,83,88,High School,Male,65
21,91,66,College,Female,68
14,97,72,High School,Female,66
27,70,88,High School,Male,65
26,73,83,College,Male,71
23,79,70,Postgraduate,Female,68
22,97,54,College,Male,70
31,96,96,College,Female,74
20,64,50,High School,Male,62
13,65,87,High School,Female,61
23,80,97,High School,Male,70
33,64,65,College,Male,65
14,74,54,High School,Male,62
18,66,62,High School,Female,65
22,85,66,College,Male,68
20,98,73,High School,Male,70
14,100,76,Postgraduate,Female,68
27,75,86,Postgraduate,Female,69
34,84,95,Postgraduate,Male,73
21,94,73,College,Female,71
15,65,87,High School,Female,63
11,88,56,College,Male,66
22,76,66,Postgraduate,Male,67
27,68,56,,Female,64
23,76,85,High School,Female,66
20,63,95,College,Male,69
16,88,94,College,Male,72
13,70,66,High School,Male,63
25,72,62,High School,Female,67
25,65,64,College,Male,64
11,95,64,High School,Male,68
30,80,54,High School,Female,71
23,83,57,High School,Female,67
28,83,61,Postgraduate,Male,67
12,76,50,College,Male,64
12,68,52,College,Male,63
19,90,85,College,Male,72
23,65,81,High School,Female,63
31,64,97,High School,Female,67
24,88,70,Postgraduate,Male,68
19,68,72,College,Male,64
14,72,53,Postgraduate,Male,65
27,79,58,Postgraduate,Female,68
14,78,85,High School,Male,66
30,88,62,College,Female,73
18,85,89,High School,Female,68
30,86,85,Postgraduate,Male,72
24,89,87,High School,Female,70
19,72,85,College,Female,66
17,73,85,College,Female,66
18,78,77,College,Female,66
23,72,84,High School,Male,65
20,99,76,College,Male,71
16,93,60,High School,Female,66
19,67,61,College,Female,63
20,60,70,Postgraduate,Female,63
7,62,51,College,Male,58
23,70,94,,Female,68
14,65,63,High School,Male,61
13,81,53,High School,Male,65
10,94,71,High School,Male,67
9,89,91,Postgraduate,Male,67
12,69,70,High School,Male,62
16,76,63,High School,Female,86
32,80,77,College,Male,71
17,92,79,Postgraduate,Male,70
21,94,88,College,Male,71
22,96,90,College,Male,71
21,80,85,College,Female,70
20,88,50,High School,Male,67
13,64,50,High School,Male,60
29,83,99,College,Female,73
31,70,63,High School,Female,67
10,77,64,College,Female,62
14,85,87,College,Female,67
18,70,79,College,Female,65
14,62,73,High School,Male,61
23,60,56,High School,Female,61
16,61,54,High School,Female,60
33,60,85,High School,Male,68
27,64,56,College,Female,65
21,70,72,Postgraduate,Female,67
26,69,87,Postgraduate,Male,67
27,99,96,College,Male,74
17,72,94,High School,Female,64
15,65,93,College,Male,64
20,82,68,High School,Male,67
25,94,96,High School,Female,74
21,87,84,College,Male,69
11,72,94,High School,Male,62
15,82,54,College,Female,66
20,89,52,College,Female,69
20,89,71,Postgraduate,Male,68
32,87,91,High School,Female,74
12,95,70,High School,Male,68
23,95,94,High School,Male,73
29,83,62,College,Male,70
34,77,52,High School,Female,69
18,86,88,College,Male,68
23,93,81,College,Male,71
23,60,72,College,Female,64
21,100,92,Postgraduate,Male,71
19,67,91,High School,Female,65
23,79,66,Postgraduate,Male,68
5,95,92,College,Female,67
24,69,67,Postgraduate,Male,67
21,79,81,High School,Male,67
19,65,60,Postgraduate,Male,63
32,76,63,High School,Female,68
16,67,72,Postgraduate,Female,66
18,75,66,High School,Male,67
32,75,56,College,Female,68
15,100,74,Postgraduate,Male,72
17,100,76,Postgraduate,Female,70
19,65,58,High School,Female,62
25,89,59,College,Female,69
21,62,51,High School,Female,61
12,61,52,High School,Female,58
17,64,68,High School,Male,63
16,99,57,College,Female,71
20,98,96,College,Female,70
23,68,60,High School,Female,64
23,66,53,College,Male,63
9,70,70,College,Male,63
26,81,60,Postgraduate,Female,71
22,83,53,Postgraduate,Female,65
28,69,88,High School,Male,68
23,90,78,High School,Male,70
27,72,53,High School,Female,68
23,97,73,High School,Male,69
28,86,52,College,Male,70
23,77,68,High School,Male,67
19,92,68,High School,Female,69
34,93,91,,Female,73
25,72,87,Postgraduate,Male,68
23,74,95,College,Female,67
12,97,57,College,Female,67
12,67,77,College,Male,64
22,62,51,High School,Male,63
21,78,91,Postgraduate,Female,67
16,92,68,High School,Male,70
21,91,53,Postgraduate,Female,71
30,97,66,College,Male,74
24,81,64,High School,Male,70
13,64,88,College,Female,59
19,84,56,High School,Male,64
15,91,78,High School,Female,67
18,64,90,High School,Male,63
18,67,87,College,Male,66
17,60,97,College,Male,62
12,84,50,High School,Male,65
19,95,68,College,Male,73
17,87,68,High School,Male,70
2,99,52,High School,Male,62
32,63,91,High School,Female,68
27,96,84,College,Male,74
18,93,76,High School,Female,96
20,73,70,High School,Male,66
13,99,95,Postgraduate,Male,69
30,72,63,Postgraduate,Female,70
31,96,67,College,Male,73
21,95,98,High School,Male,69
26,90,53,High School,Male,71
21,83,89,College,Female,65
12,65,86,Postgraduate,Female,62
18,81,95,High School,Male,69
21,74,55,College,Male,65
17,92,99,College,Female,68
19,90,51,Postgraduate,Male,65
19,96,67,High School,Male,72
20,61,54,Postgraduate,Male,67
20,92,53,College,Male,68
14,98,98,High School,Male,68
16,92,86,College,Female,66
12,65,75,High School,Male,62
26,63,55,High School,Male,65
7,61,76,High School,Female,60
27,85,66,High School,Male,70
28,85,64,High School,Male,68
18,99,81,Postgraduate,Male,72
4,76,90,High School,Female,63
18,73,72,High School,Male,63
20,85,75,College,Male,67
14,93,83,Postgraduate,Female,68
17,97,56,High School,Female,69
29,92,91,High School,Female,75
24,77,92,High School,Male,67
14,85,77,High School,Male,69
10,94,59,Postgraduate,Male,65
18,80,75,High School,Male,65
19,69,55,College,Female,63
23,67,88,High School,Male,65
17,60,66,High School,Female,58
23,89,66,High School,Male,70
32,64,97,College,Male,66
25,70,71,College,Female,63
20,72,89,High School,Male,62
19,82,82,College,Female,69
18,76,66,High School,Female,66
27,87,56,High School,Male,68
16,62,90,Postgraduate,Male,62
20,65,88,High School,Male,64
20,80,58,College,Female,65
17,73,62,College,Male,64
12,72,88,High School,Female,65
22,63,99,High School,Male,65
20,96,92,College,Female,70
23,88,84,Postgraduate,Female,71
17,65,96,College,Male,65
27,63,64,Postgraduate,Male,67
15,99,50,High School,Male,68
30,87,66,High School,Male,73
10,77,99,High School,Male,64
23,88,94,High School,Male,71
23,90,53,High School,Female,70
15,91,75,High School,Female,68
23,79,54,College,Female,68
28,77,89,High School,Male,68
7,60,69,College,Female,59
23,97,96,College,Male,74
5,84,53,Postgraduate,Male,62
14,68,87,High School,Male,64
30,97,70,Postgraduate,Male,76
17,97,63,High School,Male,70
13,100,76,Postgraduate,Male,69
19,95,74,,Female,69
32,100,67,High School,Male,74
9,70,82,High School,Female,62
14,94,83,Postgraduate,Male,70
29,93,54,High School,Male,71
31,69,80,College,Male,68
19,64,86,Postgraduate,Female,66
13,99,54,High School,Male,67
33,72,83,High School,Male,71
30,95,90,High School,Male,74
24,60,92,College,Male,65
15,61,52,High School,Female,60
20,79,85,College,Male,69
19,70,90,High School,Male,65
22,88,70,High School,Female,69
29,83,77,High School,Male,70
25,63,63,Postgraduate,Female,65
14,67,66,High School,Female,57
28,76,75,High School,Female,68
22,67,58,Postgraduate,Male,67
24,92,69,High School,Female,70
29,77,65,High School,Male,68
13,64,62,College,Female,62
20,79,74,High School,Male,67
17,64,92,Postgraduate,Male,66
11,65,62,College,Female,60
22,70,83,College,Male,65
35,94,63,College,Female,75
9,97,57,High School,Female,67
20,93,97,Postgraduate,Male,71
24,73,82,High School,Male,63
21,71,55,Postgraduate,Male,67
19,82,82,Postgraduate,Female,68
12,89,59,High School,Male,65
21,100,94,College,Female,72
15,65,62,High School,Female,61
7,62,90,College,Female,60
27,88,60,High School,Female,72
26,93,78,Postgraduate,Female,72
20,94,96,College,Male,70
21,87,65,College,Male,67
26,98,54,Postgraduate,Male,71
21,80,78,Postgraduate,Female,66
25,97,59,High School,Female,72
18,99,86,High School,Female,70
28,94,80,High School,Female,71
22,72,67,College,Male,64
21,68,85,College,Male,66
12,82,62,High School,Male,64
22,78,96,High School,Male,67
15,95,67,High School,Female,67
16,64,88,High School,Male,64
15,70,63,High School,Female,61
14,90,86,High School,Female,99
33,64,52,High School,Male,67
28,73,65,Postgraduate,Male,72
32,75,55,High School,Male,66
13,85,73,Postgraduate,Male,68
20,66,72,College,Female,64
12,94,68,High School,Male,69
16,78,99,High School,Female,65
14,97,62,Postgraduate,Female,66
27,79,90,High School,Male,73
18,71,72,High School,Female,63
26,66,67,High School,Female,66
24,60,60,Postgraduate,Female,65
34,81,82,High School,Male,71
11,64,67,College,Male,58
28,76,91,High School,Male,68
27,84,98,High School,Male,69
14,71,61,Postgraduate,Female,63
26,67,56,College,Female,66
22,91,66,College,Female,69
19,98,73,College,Male,69
15,64,65,High School,Male,63
16,66,99,College,Female,65
32,98,89,College,Male,76
20,62,98,Postgraduate,Male,67
25,99,69,Postgraduate,Male,70
15,60,65,College,Male,60
15,95,70,High School,Female,68
26,72,76,Postgraduate,Male,68
12,98,87,Postgraduate,Female,70
18,73,94,Postgraduate,Female,68
20,86,73,High School,Male,69
21,63,64,High School,Female,62
19,70,66,College,Male,64
22,91,85,High School,Female,71
24,81,78,High School,Male,68
24,97,74,High School,Female,72
14,77,60,Postgraduate,Male,64
18,95,94,High School,Female,73
27,78,89,Postgraduate,Female,69
25,99,57,Postgraduate,Male,70
12,98,68,High School,Female,69
22,73,77,High School,Male,64
8,95,73,College,Male,66
20,94,70,High School,Female,69
31,68,86,High School,Female,68
14,85,53,High School,Male,65
15,63,74,High School,Male,62
25,93,63,Postgraduate,Female,75
11,67,54,High School,Female,60
16,63,73,College,Male,63
24,76,59,College,Male,66
16,83,63,Postgraduate,Female,67
19,94,75,College,Female,68
24,99,99,High School,Female,72
23,78,84,College,Male,66
22,62,64,Postgraduate,Female,63
18,90,69,College,Female,71
22,83,70,College,Male,67
19,78,58,Postgraduate,Male,66
23,72,58,College,Female,66
17,80,57,College,Male,68
19,74,76,College,Female,66
14,90,84,Postgraduate,Female,68
20,82,80,College,Female,68
15,95,99,High School,Female,68
13,82,56,Postgraduate,Male,66
22,70,99,High School,Male,66
21,94,73,Postgraduate,Female,70
25,82,61,High School,Male,68
17,68,97,High School,Male,65
22,85,73,College,Male,70
23,74,67,High School,Male,66
23,94,61,Postgraduate,Female,68
15,78,63,College,Male,64
21,89,99,High School,Male,69
22,64,65,Postgraduate,Female,65
20,76,99,Postgraduate,Female,69
7,99,67,High School,Female,66
21,92,62,High School,Female,68
33,66,59,Postgraduate,Female,70
18,71,71,High School,Female,65
16,73,62,High School,Female,65
22,86,85,Postgraduate,Female,68
22,90,62,College,Male,67
27,90,92,High School,Female,72
12,80,92,Postgraduate,Male,70
24,92,64,College,Male,72
24,77,88,College,Male,71
19,65,93,College,Male,64
22,83,80,High School,Female,69
26,98,68,High School,Female,73
25,92,72,Postgraduate,Female,70
13,83,89,Postgraduate,Female,68
25,86,65,High School,Male,71
20,97,67,Postgraduate,Female,71
20,77,58,High School,Male,66
20,73,70,High School,Female,68
19,99,54,Postgraduate,Male,70
27,95,66,High School,Male,72
19,73,69,Postgraduate,Female,66
13,79,63,High School,Female,65
18,77,55,High School,Female,66
21,66,76,High School,Female,65
27,98,93,High School,Male,72
24,76,67,College,Female,68
15,95,62,College,Female,68
35,68,64,High School,Male,67
22,82,93,High School,Male,68
28,61,76,High School,Male,67
19,91,57,High School,Female,69
23,83,85,High School,Male,65
25,85,58,College,Male,70
27,62,53,High School,Male,64
26,68,63,High School,Male,66
25,63,58,College,Female,64
18,72,80,High School,Female,66
17,85,74,High School,Male,67
22,83,86,High School,Male,68
26,84,76,High School,Male,71
19,82,71,College,Female,67
26,71,76,Postgraduate,Male,69
29,70,72,College,Male,67
15,65,52,High School,Female,61
15,94,84,High School,Male,68
19,85,98,High School,Female,67
22,67,71,College,Male,64
17,67,71,High School,Female,63
28,95,52,College,Male,72
23,90,95,High School,Male,69
20,86,96,High School,Male,66
11,76,91,College,Female,64
12,70,55,High School,Female,61
22,99,95,High School,Male,71
7,92,51,High School,Female,63
26,72,72,High School,Female,65
19,94,75,College,Female,71
39,90,92,High School,Female,78
34,72,88,Postgraduate,Male,73
19,77,90,College,Female,65
19,67,93,Postgraduate,Male,66
26,64,74,High School,Male,66
30,89,89,Postgraduate,Male,74
10,71,53,High School,Female,62
9,93,72,College,Female,66
16,100,52,High School,Female,71
23,63,96,High School,Female,67
23,79,98,College,Female,69
26,92,54,High School,Male,72
13,92,77,Postgraduate,Male,72
6,90,66,High School,Male,65
25,74,67,Postgraduate,Male,71
15,78,73,College,Male,64
8,84,56,High School,Male,61
21,99,59,College,Female,69
25,73,79,High School,Female,65
19,97,51,College,Female,69
17,71,80,High School,Female,64
19,100,66,Postgraduate,Male,69
18,87,92,High School,Female,68
12,79,80,College,Male,63
16,85,85,High School,Male,66
23,71,56,,Female,65
22,71,63,High School,Male,66
21,65,100,Postgraduate,Male,67
14,65,72,High School,Male,62
19,74,68,High School,Female,66
7,91,94,Postgraduate,Female,68
21,84,52,High School,Male,68
29,64,77,High School,Female,63
11,94,61,College,Male,66
16,84,68,,Male,65
22,98,60,High School,Male,72
28,87,52,Postgraduate,Female,70
17,67,71,High School,Male,63
16,79,89,High School,Male,65
8,86,98,College,Male,65
21,61,81,Postgraduate,Male,66
32,61,69,High School,Female,68
22,65,88,College,Male,64
20,70,75,College,Male,66
22,77,68,High School,Male,68
20,79,59,High School,Male,64
15,66,90,College,Female,62
25,87,75,High School,Male,67
21,84,98,High School,Male,67
20,72,90,Postgraduate,Male,65
14,61,71,High School,Male,59
28,63,87,High School,Female,66
24,76,73,High School,Female,68
17,66,54,High School,Female,63
26,75,76,College,Male,68
17,85,93,College,Female,68
15,82,93,High School,Female,66
15,69,79,High School,Female,63
9,74,69,,Female,61
23,85,51,College,Female,68
9,94,66,College,Male,66
13,90,99,College,Male,69
8,82,86,Postgraduate,Female,64
19,74,86,Postgraduate,Male,68
19,75,88,High School,Female,66
18,95,81,High School,Female,68
14,62,79,High School,Female,62
13,100,73,Postgraduate,Male,68
23,87,72,College,Male,69
17,87,94,High School,Male,70
22,62,70,College,Female,65
15,84,92,College,Female,68
21,79,92,Postgraduate,Female,67
28,64,89,College,Male,64
24,71,52,College,Female,63
18,96,57,High School,Female,67
22,82,66,High School,Male,66
19,77,92,High School,Female,67
20,63,94,High School,Female,63
18,89,52,High School,Female,69
19,88,66,High School,Female,70
21,85,93,High School,Male,70
14,80,62,Postgraduate,Male,65
14,77,99,Postgraduate,Female,64
12,84,74,College,Female,67
10,69,97,High School,Female,61
13,98,71,College,Female,70
21,84,66,College,Male,68
15,72,68,High School,Female,64
23,78,94,High School,Male,68
20,92,67,High School,Male,68
8,66,83,College,Male,63
24,72,73,College,Female,65
25,87,97,High School,Female,69
14,73,58,College,Male,63
23,92,71,College,Male,69
15,65,56,High School,Female,61
21,91,79,College,Female,69
12,63,70,College,Female,62
9,61,53,Postgraduate,Male,58
18,96,92,High School,Male,71
19,83,69,Postgraduate,Male,69
18,74,75,Postgraduate,Male,68
13,69,70,College,Male,61
18,85,74,College,Male,67
22,80,51,Postgraduate,Male,68
20,100,91,High School,Male,72
21,99,67,College,Female,71
16,85,86,High School,Male,67
27,78,53,Postgraduate,Male,68
13,80,76,High School,Female,64
23,87,95,High School,Female,73
27,64,70,High School,Female,65
23,73,60,Postgraduate,Female,67
19,63,55,College,Female,63
17,63,93,Postgraduate,Female,63
26,68,62,Postgraduate,Female,69
11,79,99,High School,Female,68
14,91,62,College,Male,68
18,79,74,High School,Male,69
27,73,73,High School,Female,73
22,63,53,High School,Male,66
14,82,77,College,Female,68
18,71,84,Postgraduate,Male,65
16,85,87,High School,Male,67
16,99,76,College,Female,70
26,64,91,High School,Male,66
12,68,88,Postgraduate,Female,64
30,79,60,High School,Female,69
25,99,70,College,Female,71
27,91,57,Postgraduate,Male,68
17,96,57,College,Female,68
19,73,86,College,Female,66
11,100,77,Postgraduate,Female,70
17,64,80,Postgraduate,Female,65
23,62,87,High School,Female,63
28,94,64,High School,Female,70
13,97,70,Postgraduate,Female,67
18,64,80,High School,Male,63
19,65,55,Postgraduate,Male,64
12,61,92,High School,Male,60
24,64,67,High School,Male,62
16,68,83,High School,Female,65
19,99,100,Postgraduate,Male,69
17,87,74,College,Female,68
15,91,61,High School,Male,66
20,91,61,Postgraduate,Male,72
19,81,53,High School,Male,68
18,92,88,High School,Male,69
16,84,65,High School,Male,65
22,73,59,High School,Male,65
30,82,86,High School,Female,70
21,81,65,College,Male,67
26,93,80,College,Male,73
12,99,71,College,Female,70
21,76,67,High School,Male,66
13,91,74,Postgraduate,Male,68
11,64,66,College,Male,61
16,91,94,Postgraduate,Male,70
27,75,54,Postgraduate,Female,66
26,62,52,College,Male,67
21,75,70,Postgraduate,Female,69
11,84,59,High School,Female,64
19,65,87,College,Male,65
22,97,68,College,Female,75
21,63,63,High School,Male,63
9,97,68,College,Male,69
15,88,61,High School,Male,68
20,73,65,College,Male,66
23,76,78,High School,Female,66
7,90,93,College,Male,66
19,84,69,College,Female,68
21,87,66,High School,Female,65
25,76,89,College,Male,70
24,80,51,High School,Female,68
23,100,65,High School,Female,70
15,69,73,High School,Male,61
9,77,80,High School,Male,61
18,72,58,High School,Male,64
26,91,72,College,Male,71
28,91,78,High School,Male,72
24,72,76,High School,Male,66
23,63,79,High School,Female,63
22,60,83,College,Female,62
17,77,69,,Male,65
19,76,53,High School,Male,66
30,100,53,High School,Male,72
14,79,93,College,Male,68
30,70,84,Postgraduate,Male,70
18,96,88,High School,Female,70
28,80,96,High School,Male,73
12,84,88,High School,Male,67
24,64,85,Postgraduate,Male,65
16,75,83,College,Female,65
12,98,63,High School,Female,65
21,84,98,College,Male,70
26,74,77,High School,Male,66
15,85,61,College,Male,65
11,96,60,High School,Male,68
19,71,91,High School,Female,66
19,80,63,College,Female,65
23,98,52,High School,Female,71
26,67,71,High School,Male,65
20,89,91,College,Male,70
31,85,71,College,Female,69
21,87,90,High School,Male,71
18,74,91,High School,Female,67
10,73,93,,Male,64
18,87,79,College,Male,82
18,69,85,College,Female,66
26,77,63,High School,Male,66
23,68,55,High School,Male,65
13,60,77,High School,Male,61
21,99,51,Postgraduate,Female,72
24,77,73,High School,Male,70
29,99,55,High School,Male,71
25,66,55,High School,Female,84
25,83,94,College,Male,72
20,68,82,Postgraduate,Female,67
22,92,82,Postgraduate,Male,72
27,91,70,High School,Female,70
12,65,71,High School,Male,62
18,96,65,College,Female,71
15,68,72,High School,Female,62
22,85,79,High School,Female,68
27,99,59,High School,Male,74
16,95,63,High School,Male,68
6,98,75,Postgraduate,Female,64
18,74,69,High School,Male,65
25,64,91,College,Male,66
23,68,91,College,Female,68
23,80,67,High School,Male,67
18,92,73,High School,Female,67
12,66,99,High School,Male,63
23,86,91,College,Female,71
15,73,61,Postgraduate,Male,63
33,74,64,High School,Male,66
23,86,54,High School,Female,67
17,79,84,High School,Male,66
16,92,66,Postgraduate,Female,70
19,66,77,College,Female,64
19,92,88,Postgraduate,Male,71
27,63,92,College,Female,68
21,68,66,High School,Male,64
16,86,62,High School,Female,66
31,94,92,High School,Male,72
20,70,69,Postgraduate,Female,66
25,73,91,,Female,70
16,81,57,High School,Male,66
22,68,96,Postgraduate,Female,68
22,92,74,College,Male,70
9,91,59,College,Male,64
32,66,77,College,Male,71
28,79,94,College,Male,72
18,91,69,High School,Male,71
13,73,59,Postgraduate,Male,63
22,85,79,College,Male,68
21,62,92,High School,Male,63
22,84,56,High School,Male,66
21,66,52,High School,Female,63
23,93,53,College,Female,72
29,74,62,Postgraduate,Male,70
23,71,50,College,Female,65
14,94,71,College,Female,67
28,62,85,High School,Female,66
30,76,86,Postgraduate,Male,69
39,75,82,College,Male,73
13,71,65,Postgraduate,Female,66
21,96,87,High School,Female,70
8,90,79,College,Male,68
23,63,93,High School,Male,65
17,89,74,Postgraduate,Female,67
32,81,59,High School,Female,71
15,96,82,High School,Female,70
10,73,58,High School,Male,61
17,83,98,High School,Male,69
8,80,85,Postgraduate,Male,63
25,80,88,College,Male,67
8,78,84,College,Male,65
20,68,55,High School,Female,63
8,90,73,Postgraduate,Male,67
18,78,83,Postgraduate,Female,66
30,98,61,Postgraduate,Male,72
22,70,84,High School,Male,68
15,87,91,High School,Male,67
20,98,64,Postgraduate,Male,72
20,87,60,High School,Female,66
23,95,94,High School,Male,73
12,93,50,Postgraduate,Male,71
24,74,63,High School,Male,65
4,84,70,High School,Male,65
16,66,84,High School,Female,65
17,81,100,College,Male,68
24,69,69,College,Female,70
20,90,97,High School,Female,68
12,81,68,High School,Male,62
14,76,85,College,Male,66
21,71,58,College,Female,65
20,100,73,College,Female,71
17,63,94,High School,Male,61
17,62,66,High School,Male,63
24,69,55,High School,Male,67
17,99,76,Postgraduate,Male,70
19,99,72,Postgraduate,Male,73
33,86,61,High School,Male,72
11,95,95,Postgraduate,Male,69
9,69,80,College,Male,61
25,99,67,,Male,71
16,66,100,High School,Female,64
18,64,57,High School,Male,61
15,64,92,College,Female,63
18,83,62,High School,Male,65
30,91,62,Postgraduate,Female,73
25,75,75,Postgraduate,Male,68
25,99,83,College,Female,72
12,77,85,College,Male,62
13,66,51,Postgraduate,Male,63
3,79,64,Postgraduate,Female,58
15,87,83,High School,Male,68
26,93,94,High School,Female,74
23,78,83,High School,Male,68
19,84,63,High School,Male,67
20,71,75,High School,Male,65
16,86,82,High School,Female,63
21,99,57,Postgraduate,Male,71
25,62,77,College,Female,62
10,95,74,High School,Male,66
22,82,67,Postgraduate,Female,65
26,70,81,High School,Male,66
18,98,82,College,Male,71
24,79,99,High School,Male,68
37,73,71,High School,Male,72
19,67,77,Postgraduate,Male,66
22,70,58,Postgraduate,Male,66
16,93,77,High School,Male,67
21,85,52,Postgraduate,Male,71
23,97,57,Postgraduate,Male,72
21,69,59,Postgraduate,Male,64
14,65,82,High School,Male,60
21,60,78,High School,Female,64
29,80,90,College,Female,70
23,100,73,College,Male,72
26,88,74,High School,Female,68
19,72,58,High School,Female,62
24,95,87,High School,Male,68
22,91,50,Postgraduate,Male,72
14,61,71,Postgraduate,Female,60
22,93,59,Postgraduate,Female,72
14,72,89,High School,Female,65
16,66,84,High School,Female,63
21,69,85,Postgraduate,Male,66
22,79,57,High School,Male,65
13,77,83,Postgraduate,Male,65
26,72,85,High School,Male,67
23,67,50,College,Male,65
16,90,66,High School,Male,67
11,100,54,Postgraduate,Male,66
19,91,84,High School,Male,71
17,72,61,Postgraduate,Male,64
21,70,63,High School,Male,61
18,69,54,High School,Male,65
8,65,74,High School,Male,61
18,82,52,High School,Female,64
18,84,92,College,Female,69
24,88,51,High School,Male,71
16,87,53,College,Male,70
30,72,82,College,Female,70
9,73,96,High School,Male,62
28,87,95,Postgraduate,Female,73
19,74,54,College,Male,66
25,69,64,Postgraduate,Female,66
20,75,76,College,Female,66
27,71,51,College,Female,66
18,64,76,High School,Male,65
13,93,72,Postgraduate,Female,67
29,94,79,College,Female,76
19,69,96,High School,Female,66
21,63,64,High School,Male,63
27,90,82,College,Female,71
14,68,71,College,Male,63
24,76,72,College,Male,67
16,63,82,High School,Male,63
19,69,98,High School,Male,66
20,92,93,College,Female,72
11,92,82,Postgraduate,Female,70
15,68,73,College,Male,62
28,73,71,College,Female,69
25,65,89,High School,Female,66
20,63,61,High School,Male,64
21,100,79,High School,Female,70
18,86,75,High School,Male,67
28,82,82,Postgraduate,Male,71
19,91,59,Postgraduate,Male,69
21,94,85,College,Male,70
27,92,81,College,Male,70
15,61,59,Postgraduate,Female,61
29,67,72,High School,Female,65
11,86,84,High School,Male,67
30,75,95,Postgraduate,Male,70
18,99,56,High School,Male,67
19,87,50,Postgraduate,Male,68
9,98,58,College,Male,69
17,68,99,Postgraduate,Male,65
14,95,88,High School,Male,68
16,73,81,Postgraduate,Male,67
19,100,57,High School,Male,70
26,66,71,High School,Female,68
21,81,86,College,Male,69
22,92,95,Postgraduate,Male,70
13,77,69,College,Male,67
15,79,100,College,Female,70
31,99,57,Postgraduate,Female,74
16,77,69,High School,Female,63
30,84,94,High School,Female,72
19,62,82,Postgraduate,Male,62
20,94,91,Postgraduate,Female,71
26,86,95,High School,Male,68
28,76,75,High School,Male,72
19,61,62,Postgraduate,Female,64
18,84,85,High School,Male,64
20,61,78,High School,Female,63
22,60,89,College,Male,66
25,85,76,College,Female,71
20,68,91,College,Male,70
24,68,95,High School,Male,67
30,86,87,College,Female,73
22,62,87,High School,Female,64
22,73,79,Postgraduate,Female,65
11,66,74,High School,Female,62
4,83,99,College,Female,64
22,86,82,College,Male,67
19,89,92,Postgraduate,Male,74
17,70,75,College,Male,63
21,64,78,High School,Male,64
20,63,83,Postgraduate,Female,64
27,77,86,College,Male,70
21,98,72,High School,Female,71
16,69,68,College,Male,63
26,70,62,College,Female,66
19,64,71,High School,Male,65
23,84,61,College,Male,70
17,87,71,College,Female,65
16,86,94,High School,Male,68
21,94,99,High School,Male,72
20,79,79,High School,Male,67
23,65,57,High School,Male,65
18,72,71,Postgraduate,Male,66
9,86,80,College,Female,67
17,85,69,Postgraduate,Male,65
25,81,60,High School,Male,68
18,87,61,High School,Male,68
19,85,74,College,Female,69
26,95,61,Postgraduate,Female,71
16,83,62,Postgraduate,Male,64
11,91,94,,Male,65
19,70,89,High School,Male,64
17,87,53,Postgraduate,Female,67
14,96,66,College,Female,70
19,75,77,High School,Female,66
23,91,53,High School,Male,70
20,89,84,High School,Male,70
22,62,69,College,Male,64
31,83,70,College,Male,71
18,65,63,High School,Male,63
22,99,67,College,Male,72
17,92,93,College,Female,72
15,64,89,High School,Male,61
16,65,97,High School,Female,63
17,84,85,College,Male,67
22,74,79,High School,Female,67
34,61,63,High School,Female,65
16,82,83,High School,Female,64
18,76,95,Postgraduate,Female,69
20,64,53,College,Female,65
22,92,72,Postgraduate,Male,71
22,97,57,High School,Male,70
28,90,91,College,Female,98
5,93,81,College,Female,65
6,69,94,Postgraduate,Female,63
17,71,53,High School,Male,61
27,68,95,College,Male,67
11,91,53,Postgraduate,Female,64
2,98,64,High School,Female,65
23,89,58,Postgraduate,Male,73
21,95,57,High School,Male,69
13,86,59,High School,Male,67
14,76,74,College,Male,63
14,77,89,College,Male,67
21,63,95,High School,Male,66
16,61,78,College,Female,64
23,88,58,High School,Male,68
3,78,54,High School,Male,61
15,82,75,College,Female,66
13,82,88,High School,Female,65
18,71,81,College,Female,65
17,79,79,Postgraduate,Male,67
25,79,52,Postgraduate,Female,68
9,76,71,College,Male,63
20,93,78,College,Female,70
23,78,80,High School,Female,68
31,84,50,High School,Male,69
17,96,60,College,Male,67
22,95,97,High School,Male,69
9,96,75,High School,Female,65
6,71,85,High School,Male,61
25,61,65,College,Female,65
20,70,79,Postgraduate,Male,67
27,71,68,High School,Male,66
12,96,65,Postgraduate,Female,69
23,86,71,College,Female,71
31,63,73,High School,Female,68
23,65,67,High School,Male,65
22,66,63,Postgraduate,Male,64
20,85,81,College,Male,68
11,89,69,High School,Male,64
28,94,60,High School,Male,71
