Date,Product,Category,Region,Quantity,Sales($)
15-06-2023,Headphones,Accessories,North,4,535.44
15-06-2023,Headphones,Accessories,North,1,135.85
15-06-2023,Webcam,Accessories,West,5,521.07
16-06-2023,Laptop,Computers,West,3,2832
16-06-2023,Mouse,Accessories,Central,2,85.8
16-06-2023,Smartphone,Mobile,Central,4,2572.16
16-06-2023,Smartphone,Mobile,North,2,1300.93
16-06-2023,Webcam,Accessories,West,1,94.22
17-06-2023,Smartwatch,Wearables,North,1,283.07
18-06-2023,Monitor,Computers,West,4,1543.79
18-06-2023,Headphones,Accessories,Central,3,409.35
18-06-2023,Headphones,Accessories,North,3,340.04
18-06-2023,Headphones,Accessories,South,3,426.63
18-06-2023,Tablet,Mobile,Central,2,901.05
18-06-2023,Tablet,Mobile,East,4,1982.24
20-06-2023,Keyboard,Accessories,East,3,229.75
20-06-2023,Mouse,Accessories,East,3,147.09
21-06-2023,Headphones,Accessories,Central,3,336.48
21-06-2023,Speaker,Audio,East,3,561.72
21-06-2023,Headphones,Accessories,South,6,841.86
22-06-2023,Smartphone,Mobile,South,2,1319.24
22-06-2023,Tablet,Mobile,East,5,2114.96
22-06-2023,Smartphone,Mobile,West,4,2638.96
22-06-2023,Laptop,Computers,Central,5,4858.3
22-06-2023,Monitor,Computers,South,2,808.08
23-06-2023,Monitor,Computers,West,4,1612.24
24-06-2023,Headphones,Accessories,West,1,119.94
24-06-2023,Mouse,Accessories,East,3,149.07
25-06-2023,Smartwatch,Wearables,West,3,921.6
25-06-2023,Keyboard,Accessories,West,2,186.68
25-06-2023,Laptop,Computers,Central,1,746.43
25-06-2023,Laptop,Computers,North,4,3182.85
25-06-2023,Speaker,Audio,Central,2,282.74
25-06-2023,Monitor,Computers,Central,1,375.74
26-06-2023,Keyboard,Accessories,Central,4,370.42
26-06-2023,Smartwatch,Wearables,South,3,738.82
27-06-2023,Monitor,Computers,East,5,1621.38
27-06-2023,Smartwatch,Wearables,South,2,458.03
27-06-2023,Headphones,Accessories,North,4,579.08
28-06-2023,Tablet,Mobile,East,5,2147.64
28-06-2023,Mouse,Accessories,South,2,79.3
28-06-2023,Webcam,Accessories,North,2,
29-06-2023,Smartphone,Mobile,Central,4,2937.6
29-06-2023,Monitor,Computers,West,4,1533.32
29-06-2023,Speaker,Audio,West,4,693.36
29-06-2023,Headphones,Accessories,Central,4,
30-06-2023,Webcam,Accessories,East,4,393.92
30-06-2023,Monitor,Computers,West,4,1367.41
30-06-2023,Speaker,Audio,Central,5,900.7
30-06-2023,Smartphone,Mobile,Central,5,3233.95
01-07-2023,Webcam,Accessories,South,1,69.92
01-07-2023,Laptop,Computers,North,1,664.08
02-07-2023,Smartphone,Mobile,North,4,2210.98
02-07-2023,Speaker,Audio,Central,1,125.28
03-07-2023,Laptop,Computers,West,4,3204.16
03-07-2023,Tablet,Mobile,North,3,
03-07-2023,Smartphone,Mobile,West,4,1936.67
04-07-2023,Webcam,Accessories,East,2,174.96
04-07-2023,Monitor,Computers,South,2,723.06
04-07-2023,Speaker,Audio,North,1,146.73
05-07-2023,Mouse,Accessories,West,2,74.56
05-07-2023,Smartphone,Mobile,Central,2,1017.05
05-07-2023,Monitor,Computers,South,4,1083.31
06-07-2023,Keyboard,Accessories,South,2,135.49
07-07-2023,Smartphone,Mobile,Central,3,1911.51
08-07-2023,Smartphone,Mobile,West,3,1801.05
08-07-2023,Webcam,Accessories,North,1,93.93
09-07-2023,Keyboard,Accessories,Central,1,71.85
09-07-2023,Speaker,Audio,East,3,
09-07-2023,Keyboard,Accessories,South,5,334.62
10-07-2023,Headphones,Accessories,West,2,211.32
11-07-2023,Webcam,Accessories,North,4,369.56
11-07-2023,Smartphone,Mobile,East,4,1861.09
11-07-2023,Keyboard,Accessories,East,2,119.55
11-07-2023,Mouse,Accessories,South,2,65.22
11-07-2023,Smartwatch,Wearables,North,2,409.84
12-07-2023,Smartphone,Mobile,East,2,1037.31
12-07-2023,Mouse,Accessories,East,4,126.62
12-07-2023,Keyboard,Accessories,South,1,73.84
12-07-2023,Mouse,Accessories,Central,2,73.4
13-07-2023,Headphones,Accessories,East,2,203.58
14-07-2023,Tablet,Mobile,East,3,1255.38
14-07-2023,Smartphone,Mobile,South,4,2516.36
14-07-2023,Headphones,Accessories,West,4,437.48
14-07-2023,Mouse,Accessories,North,2,74.46
15-07-2023,Headphones,Accessories,West,4,448.36
15-07-2023,Smartphone,Mobile,North,4,2351.06
16-07-2023,Mouse,Accessories,West,2,78.04
16-07-2023,Smartphone,Mobile,Central,3,1311.98
16-07-2023,Smartwatch,Wearables,Central,1,236.15
16-07-2023,Mouse,Accessories,Central,2,
16-07-2023,Mouse,Accessories,West,3,119.13
17-07-2023,Smartwatch,Wearables,Central,3,688.16
17-07-2023,Tablet,Mobile,Central,3,1259.52
18-07-2023,Monitor,Computers,South,1,367.7
19-07-2023,Smartwatch,Wearables,North,5,1077.72
19-07-2023,Laptop,Computers,Central,5,3679.26
19-07-2023,Smartwatch,Wearables,East,3,716.97
19-07-2023,Monitor,Computers,South,3,1057.41
19-07-2023,Webcam,Accessories,West,2,151.29
20-07-2023,Monitor,Computers,Central,1,282.91
20-07-2023,Mouse,Accessories,South,3,
20-07-2023,Laptop,Computers,Central,4,3032.56
20-07-2023,Mouse,Accessories,North,4,129.44
21-07-2023,Webcam,Accessories,West,4,368.32
21-07-2023,Speaker,Audio,East,4,573.99
21-07-2023,Webcam,Accessories,West,3,201.67
21-07-2023,Monitor,Computers,South,3,1032.87
21-07-2023,Smartphone,Mobile,North,1,574.14
22-07-2023,Tablet,Mobile,East,1,465.35
23-07-2023,Monitor,Computers,North,2,612.65
23-07-2023,Tablet,Mobile,Central,2,897.52
23-07-2023,Speaker,Audio,West,1,123.73
24-07-2023,Mouse,Accessories,Central,4,148.2
25-07-2023,Keyboard,Accessories,South,3,219.09
25-07-2023,Speaker,Audio,West,3,384.86
25-07-2023,Webcam,Accessories,South,3,
25-07-2023,Speaker,Audio,East,1,134.17
26-07-2023,Smartphone,Mobile,North,3,1449
26-07-2023,Tablet,Mobile,South,4,1445.88
27-07-2023,Tablet,Mobile,East,2,730.08
27-07-2023,Smartwatch,Wearables,Central,2,475.98
28-07-2023,Smartwatch,Wearables,South,2,520.2
28-07-2023,Laptop,Computers,North,3,2142.03
28-07-2023,Smartwatch,Wearables,North,2,516.76
29-07-2023,Mouse,Accessories,Central,2,58.94
29-07-2023,Headphones,Accessories,North,3,319.74
29-07-2023,Monitor,Computers,North,3,1116.81
29-07-2023,Laptop,Computers,East,4,2992.88
29-07-2023,Tablet,Mobile,West,1,373.86
29-07-2023,Keyboard,Accessories,East,1,81.42
30-07-2023,Webcam,Accessories,East,2,188.18
30-07-2023,Tablet,Mobile,South,2,853.66
31-07-2023,Smartphone,Mobile,East,1,538.1
31-07-2023,Smartwatch,Wearables,South,4,909.32
31-07-2023,Speaker,Audio,South,3,447.57
31-07-2023,Speaker,Audio,East,2,318.9
02-08-2023,Monitor,Computers,South,4,1132.93
02-08-2023,Smartphone,Mobile,Central,4,1899.44
02-08-2023,Smartphone,Mobile,North,3,1383.86
03-08-2023,Keyboard,Accessories,Central,5,364.99
03-08-2023,Laptop,Computers,South,1,666.87
03-08-2023,Laptop,Computers,Central,2,1564.52
03-08-2023,Mouse,Accessories,Central,3,100.93
03-08-2023,Smartphone,Mobile,North,1,609.76
04-08-2023,Headphones,Accessories,West,3,295.82
04-08-2023,Smartwatch,Wearables,West,4,954
04-08-2023,Mouse,Accessories,North,1,42.12
05-08-2023,Keyboard,Accessories,East,3,209.99
05-08-2023,Smartphone,Mobile,East,4,2268.75
05-08-2023,Speaker,Audio,Central,2,264.62
06-08-2023,Smartwatch,Wearables,North,5,1128.55
06-08-2023,Speaker,Audio,East,2,309.9
06-08-2023,Keyboard,Accessories,North,3,191.3
06-08-2023,Monitor,Computers,South,3,911.91
06-08-2023,Mouse,Accessories,East,3,93.96
06-08-2023,Headphones,Accessories,North,2,212.04
07-08-2023,Monitor,Computers,Central,3,1001.55
07-08-2023,Smartwatch,Wearables,North,2,498.68
07-08-2023,Smartwatch,Wearables,Central,1,250.25
07-08-2023,Smartphone,Mobile,North,4,2515.4
08-08-2023,Tablet,Mobile,West,3,1239
08-08-2023,Smartwatch,Wearables,West,2,515.12
08-08-2023,Keyboard,Accessories,East,2,125.78
09-08-2023,Keyboard,Accessories,West,4,311.48
09-08-2023,Laptop,Computers,North,2,1193.76
09-08-2023,Headphones,Accessories,East,1,124.23
10-08-2023,Keyboard,Accessories,Central,4,313.2
10-08-2023,Mouse,Accessories,South,1,36.94
10-08-2023,Speaker,Audio,Central,3,391.99
10-08-2023,Webcam,Accessories,Central,2,165.28
11-08-2023,Laptop,Computers,North,3,2213.25
11-08-2023,Mouse,Accessories,East,1,30.7
12-08-2023,Speaker,Audio,East,3,447.54
13-08-2023,Webcam,Accessories,East,2,164.22
13-08-2023,Webcam,Accessories,East,2,164.02
13-08-2023,Headphones,Accessories,East,3,280.3
13-08-2023,Smartphone,Mobile,West,3,1525.66
13-08-2023,Speaker,Audio,North,4,497.34
13-08-2023,Smartphone,Mobile,Central,1,632.57
13-08-2023,Keyboard,Accessories,North,3,252
14-08-2023,Tablet,Mobile,North,2,894.34
15-08-2023,Smartphone,Mobile,West,2,1167.88
15-08-2023,Speaker,Audio,East,4,596.64
16-08-2023,Tablet,Mobile,Central,2,782.3
16-08-2023,Webcam,Accessories,South,2,172.17
16-08-2023,Headphones,Accessories,South,4,470.84
16-08-2023,Smartwatch,Wearables,North,1,239.91
16-08-2023,Monitor,Computers,East,3,1031.19
16-08-2023,Keyboard,Accessories,West,1,75.64
17-08-2023,Keyboard,Accessories,North,3,197.66
18-08-2023,Speaker,Audio,South,1,122.45
18-08-2023,Mouse,Accessories,East,3,99.86
18-08-2023,Webcam,Accessories,West,1,85.28
19-08-2023,Webcam,Accessories,North,3,239.39
19-08-2023,Tablet,Mobile,East,3,1121.57
19-08-2023,Smartphone,Mobile,East,4,2429.6
20-08-2023,Laptop,Computers,East,3,2341.05
20-08-2023,Mouse,Accessories,West,4,152.04
20-08-2023,Smartwatch,Wearables,East,3,642.11
20-08-2023,Mouse,Accessories,South,5,197.75
20-08-2023,Headphones,Accessories,South,3,375.09
20-08-2023,Smartwatch,Wearables,Central,3,745.62
20-08-2023,Monitor,Computers,North,3,949.88
20-08-2023,Speaker,Audio,North,2,276.24
21-08-2023,Monitor,Computers,West,2,731.46
21-08-2023,Tablet,Mobile,South,3,1017.26
21-08-2023,Tablet,Mobile,South,1,473.08
21-08-2023,Laptop,Computers,East,2,1394.75
22-08-2023,Smartphone,Mobile,Central,5,2403.08
22-08-2023,Keyboard,Accessories,East,1,77.79
23-08-2023,Mouse,Accessories,West,1,34.84
23-08-2023,Speaker,Audio,West,4,578.64
23-08-2023,Laptop,Computers,East,1,734.54
25-08-2023,Mouse,Accessories,South,2,81
25-08-2023,Smartwatch,Wearables,East,4,1049
25-08-2023,Smartphone,Mobile,East,3,1821.3
25-08-2023,Smartwatch,Wearables,Central,2,524.52
25-08-2023,Monitor,Computers,East,3,922.67
25-08-2023,Monitor,Computers,West,2,701.06
25-08-2023,Laptop,Computers,East,4,3101.79
26-08-2023,Webcam,Accessories,Central,2,166.29
27-08-2023,Laptop,Computers,South,3,2196.09
28-08-2023,Smartphone,Mobile,North,5,2626.23
28-08-2023,Keyboard,Accessories,Central,2,128.42
29-08-2023,Speaker,Audio,North,3,390.76
29-08-2023,Webcam,Accessories,East,3,257.64
30-08-2023,Headphones,Accessories,Central,2,200.63
30-08-2023,Monitor,Computers,East,3,853.39
01-09-2023,Monitor,Computers,East,6,2624.52
01-09-2023,Webcam,Accessories,South,2,219.1
02-09-2023,Laptop,Computers,North,1,824.77
02-09-2023,Webcam,Accessories,South,2,194.66
03-09-2023,Smartphone,Mobile,West,6,3608.35
03-09-2023,Mouse,Accessories,Central,2,93.74
03-09-2023,Headphones,Accessories,West,4,568.68
03-09-2023,Webcam,Accessories,South,2,200.85
03-09-2023,Monitor,Computers,South,3,906.36
03-09-2023,Smartwatch,Wearables,North,4,1077.07
03-09-2023,Smartwatch,Wearables,Central,2,618.16
03-09-2023,Keyboard,Accessories,West,4,381.84
03-09-2023,Laptop,Computers,North,2,1504.92
03-09-2023,Mouse,Accessories,East,4,181.04
04-09-2023,Speaker,Audio,South,3,537.6
04-09-2023,Webcam,Accessories,Central,2,222.98
04-09-2023,Tablet,Mobile,North,3,1387.1
04-09-2023,Speaker,Audio,South,2,369.6
04-09-2023,Speaker,Audio,East,3,514.47
04-09-2023,Laptop,Computers,East,2,1742.62
05-09-2023,Tablet,Mobile,South,3,1291.93
06-09-2023,Smartwatch,Wearables,South,4,1088.36
06-09-2023,Smartphone,Mobile,North,3,2124.76
07-09-2023,Speaker,Audio,South,4,600.64
07-09-2023,Webcam,Accessories,West,2,214.6
08-09-2023,Tablet,Mobile,South,5,2543.95
08-09-2023,Tablet,Mobile,South,2,1047.08
08-09-2023,Tablet,Mobile,South,3,1546.86
09-09-2023,Headphones,Accessories,East,3,439.14
09-09-2023,Speaker,Audio,West,5,797.53
09-09-2023,Smartphone,Mobile,West,4,2584.44
09-09-2023,Laptop,Computers,North,3,2968.08
11-09-2023,Webcam,Accessories,Central,2,215.42
11-09-2023,Speaker,Audio,North,2,267.84
11-09-2023,Smartwatch,Wearables,East,1,232.37
12-09-2023,Monitor,Computers,South,4,1545.24
12-09-2023,Mouse,Accessories,East,4,191.12
12-09-2023,Tablet,Mobile,South,4,2137.96
13-09-2023,Tablet,Mobile,South,4,2030.38
14-09-2023,Webcam,Accessories,South,3,242.81
14-09-2023,Smartphone,Mobile,South,6,3742.23
14-09-2023,Headphones,Accessories,North,4,542.76
15-09-2023,Monitor,Computers,Central,4,1692.16
15-09-2023,Speaker,Audio,North,4,594.25
15-09-2023,Smartwatch,Wearables,Central,2,571.3
15-09-2023,Laptop,Computers,West,5,3740.52
16-09-2023,Keyboard,Accessories,Central,4,307.84
16-09-2023,Webcam,Accessories,South,5,543.15
16-09-2023,Smartphone,Mobile,East,5,3090.73
17-09-2023,Mouse,Accessories,West,3,129.27
17-09-2023,Smartphone,Mobile,South,2,1327.28
17-09-2023,Webcam,Accessories,East,2,183.89
17-09-2023,Speaker,Audio,South,3,420.14
17-09-2023,Smartwatch,Wearables,East,3,862.59
18-09-2023,Speaker,Audio,East,4,651.32
19-09-2023,Smartphone,Mobile,East,2,1469.18
19-09-2023,Headphones,Accessories,South,4,596.4
20-09-2023,Webcam,Accessories,East,3,255.55
20-09-2023,Tablet,Mobile,West,1,543.95
20-09-2023,Smartphone,Mobile,South,2,1219.81
20-09-2023,Smartphone,Mobile,North,2,1134.44
21-09-2023,Monitor,Computers,North,3,1280.76
22-09-2023,Headphones,Accessories,Central,2,271.16
22-09-2023,Mouse,Accessories,South,5,189.56
22-09-2023,Laptop,Computers,West,2,1930.42
23-09-2023,Headphones,Accessories,North,3,406.72
24-09-2023,Smartwatch,Wearables,Central,2,474.32
24-09-2023,Smartphone,Mobile,Central,4,2464.02
25-09-2023,Smartwatch,Wearables,North,4,923.33
26-09-2023,Keyboard,Accessories,West,1,85.96
26-09-2023,Laptop,Computers,North,1,904.12
27-09-2023,Headphones,Accessories,East,3,415.99
27-09-2023,Laptop,Computers,North,4,3079.44
27-09-2023,Speaker,Audio,North,3,493.75
27-09-2023,Monitor,Computers,Central,2,789.94
28-09-2023,Speaker,Audio,North,2,332.42
28-09-2023,Smartwatch,Wearables,Central,2,548.82
28-09-2023,Headphones,Accessories,North,6,891.96
28-09-2023,Smartphone,Mobile,South,3,1819.42
29-09-2023,Smartwatch,Wearables,East,4,1247.76
29-09-2023,Webcam,Accessories,South,4,403.4
30-09-2023,Mouse,Accessories,West,6,265.28
30-09-2023,Smartwatch,Wearables,Central,4,1249.24
30-09-2023,Mouse,Accessories,South,4,147.83
30-09-2023,Monitor,Computers,Central,3,1066.31
01-10-2023,Monitor,Computers,South,1,386.24
01-10-2023,Speaker,Audio,East,2,306.09
01-10-2023,Webcam,Accessories,Central,5,430.36
01-10-2023,Monitor,Computers,Central,3,1208.37
01-10-2023,Smartwatch,Wearables,East,2,426.93
03-10-2023,Keyboard,Accessories,West,1,82.03
03-10-2023,Keyboard,Accessories,East,2,152.06
04-10-2023,Smartphone,Mobile,West,4,2533.35
04-10-2023,Smartphone,Mobile,South,1,670.17
04-10-2023,Tablet,Mobile,Central,3,1268.14
04-10-2023,Laptop,Computers,West,3,2943.93
05-10-2023,Laptop,Computers,South,3,2216.56
05-10-2023,Smartphone,Mobile,Central,2,1173.83
05-10-2023,Keyboard,Accessories,West,3,254.82
05-10-2023,Headphones,Accessories,North,4,550.88
05-10-2023,Smartphone,Mobile,West,5,3141.08
05-10-2023,Mouse,Accessories,East,4,195.68
05-10-2023,Smartphone,Mobile,South,3,1894.4
06-10-2023,Webcam,Accessories,Central,4,323.46
06-10-2023,Tablet,Mobile,West,3,1497.39
06-10-2023,Tablet,Mobile,East,4,1816.24
06-10-2023,Speaker,Audio,East,5,765.51
07-10-2023,Smartphone,Mobile,South,1,655.22
07-10-2023,Tablet,Mobile,North,3,1602.54
08-10-2023,Smartwatch,Wearables,North,2,488.37
08-10-2023,Webcam,Accessories,West,3,290.91
08-10-2023,Smartphone,Mobile,Central,3,1881.17
09-10-2023,Smartphone,Mobile,West,3,1933.23
09-10-2023,Webcam,Accessories,West,2,206.96
09-10-2023,Monitor,Computers,North,2,724.07
09-10-2023,Mouse,Accessories,North,3,128.63
10-10-2023,Monitor,Computers,South,3,1125.01
10-10-2023,Laptop,Computers,North,5,4328.35
10-10-2023,Mouse,Accessories,North,4,193.28
10-10-2023,Keyboard,Accessories,South,5,417.57
11-10-2023,Laptop,Computers,West,4,3433.08
11-10-2023,Tablet,Mobile,South,2,898.13
12-10-2023,Tablet,Mobile,Central,3,1409.18
13-10-2023,Monitor,Computers,East,4,1560.46
14-10-2023,Smartphone,Mobile,South,4,2493.32
14-10-2023,Monitor,Computers,Central,3,1075.22
14-10-2023,Monitor,Computers,West,1,411.99
14-10-2023,Speaker,Audio,Central,3,535.53
15-10-2023,Headphones,Accessories,East,3,384.38
15-10-2023,Webcam,Accessories,South,4,346.97
15-10-2023,Smartphone,Mobile,Central,2,1487.64
15-10-2023,Smartwatch,Wearables,South,3,749.44
16-10-2023,Tablet,Mobile,West,2,1105.78
16-10-2023,Keyboard,Accessories,West,1,89.51
16-10-2023,Webcam,Accessories,South,3,286.9
16-10-2023,Smartwatch,Wearables,East,2,579.4
16-10-2023,Keyboard,Accessories,South,3,258.21
17-10-2023,Mouse,Accessories,Central,3,138.87
17-10-2023,Smartphone,Mobile,East,3,1738.92
17-10-2023,Laptop,Computers,South,4,3138.7
19-10-2023,Webcam,Accessories,West,3,308.55
19-10-2023,Mouse,Accessories,Central,2,72.73
19-10-2023,Smartwatch,Wearables,South,2,545.3
19-10-2023,Smartwatch,Wearables,West,4,1234.36
20-10-2023,Mouse,Accessories,West,1,41.15
20-10-2023,Headphones,Accessories,West,3,395.43
20-10-2023,Keyboard,Accessories,West,5,376.56
20-10-2023,Monitor,Computers,East,3,940.8
20-10-2023,Tablet,Mobile,East,1,500.84
21-10-2023,Smartphone,Mobile,South,1,690.17
21-10-2023,Smartphone,Mobile,East,3,2123.55
21-10-2023,Monitor,Computers,South,1,389.85
21-10-2023,Smartphone,Mobile,Central,1,741.73
22-10-2023,Tablet,Mobile,East,1,546.57
23-10-2023,Smartphone,Mobile,South,2,1067.38
24-10-2023,Monitor,Computers,Central,3,1158.36
24-10-2023,Laptop,Computers,Central,5,4152.15
25-10-2023,Smartwatch,Wearables,South,2,602.64
25-10-2023,Laptop,Computers,Central,3,2554.08
26-10-2023,Monitor,Computers,West,1,376.36
27-10-2023,Monitor,Computers,South,5,1761.39
27-10-2023,Mouse,Accessories,East,2,96.14
27-10-2023,Smartphone,Mobile,West,2,1206.83
28-10-2023,Headphones,Accessories,South,4,420.7
28-10-2023,Mouse,Accessories,East,2,93.46
29-10-2023,Webcam,Accessories,East,3,312.3
30-10-2023,Smartwatch,Wearables,South,4,885.6
30-10-2023,Keyboard,Accessories,West,4,358.24
30-10-2023,Monitor,Computers,Central,6,2255.03
31-10-2023,Smartphone,Mobile,West,2,1366.9
31-10-2023,Monitor,Computers,South,1,347.31
31-10-2023,Monitor,Computers,East,4,1405.7
31-10-2023,Keyboard,Accessories,North,1,94.68
01-11-2023,Tablet,Mobile,West,3,1959.15
01-11-2023,Tablet,Mobile,North,1,672.2
02-11-2023,Mouse,Accessories,West,2,120.42
02-11-2023,Mouse,Accessories,West,4,204.34
03-11-2023,Smartwatch,Wearables,East,7,2394
03-11-2023,Monitor,Computers,North,1,460.42
03-11-2023,Webcam,Accessories,East,5,603.32
03-11-2023,Mouse,Accessories,North,3,192.15
04-11-2023,Tablet,Mobile,Central,4,2951.2
04-11-2023,Keyboard,Accessories,Central,5,595.15
05-11-2023,Webcam,Accessories,East,2,287.7
05-11-2023,Keyboard,Accessories,West,5,594.86
05-11-2023,Webcam,Accessories,North,4,514.86
06-11-2023,Smartwatch,Wearables,North,6,2294.94
07-11-2023,Smartphone,Mobile,West,5,3548.8
07-11-2023,Monitor,Computers,West,6,2822.39
07-11-2023,Keyboard,Accessories,East,6,721.86
07-11-2023,Monitor,Computers,North,7,3361.24
08-11-2023,Smartphone,Mobile,East,5,4700.84
08-11-2023,Tablet,Mobile,West,2,1240.28
08-11-2023,Keyboard,Accessories,East,5,505
08-11-2023,Smartwatch,Wearables,Central,1,312.84
08-11-2023,Keyboard,Accessories,Central,3,368.16
08-11-2023,Mouse,Accessories,West,1,61.61
09-11-2023,Smartphone,Mobile,North,2,1545.95
09-11-2023,Laptop,Computers,North,8,7686.78
09-11-2023,Keyboard,Accessories,Central,6,707.28
10-11-2023,Mouse,Accessories,West,2,127.82
10-11-2023,Mouse,Accessories,North,5,263.2
11-11-2023,Smartwatch,Wearables,West,2,784.12
12-11-2023,Mouse,Accessories,West,5,332.55
12-11-2023,Smartwatch,Wearables,North,7,2558.22
13-11-2023,Monitor,Computers,North,5,2796.28
13-11-2023,Smartwatch,Wearables,North,5,1726.25
14-11-2023,Headphones,Accessories,South,2,345.06
14-11-2023,Headphones,Accessories,South,3,491.48
14-11-2023,Smartwatch,Wearables,South,4,1268.35
15-11-2023,Tablet,Mobile,East,4,2444.62
16-11-2023,Speaker,Audio,North,3,554.9
16-11-2023,Tablet,Mobile,West,3,2140.68
16-11-2023,Smartphone,Mobile,East,2,1800.71
16-11-2023,Laptop,Computers,Central,3,4034.94
18-11-2023,Laptop,Computers,East,3,3665.34
18-11-2023,Headphones,Accessories,East,4,745.72
18-11-2023,Tablet,Mobile,West,3,2245.59
18-11-2023,Tablet,Mobile,South,3,2022.66
19-11-2023,Headphones,Accessories,East,2,300.03
21-11-2023,Webcam,Accessories,North,7,966.98
21-11-2023,Speaker,Audio,West,4,898.32
22-11-2023,Speaker,Audio,East,6,1335.72
22-11-2023,Mouse,Accessories,West,5,283.19
22-11-2023,Smartwatch,Wearables,East,3,1055.92
23-11-2023,Speaker,Audio,Central,2,368.54
24-11-2023,Mouse,Accessories,Central,3,141
24-11-2023,Speaker,Audio,Central,1,173.63
24-11-2023,Tablet,Mobile,Central,5,2879.38
25-11-2023,Speaker,Audio,Central,6,1512.54
25-11-2023,Keyboard,Accessories,Central,8,891.79
25-11-2023,Smartphone,Mobile,Central,2,1575.23
25-11-2023,Tablet,Mobile,West,6,4321.2
26-11-2023,Tablet,Mobile,West,5,3799.85
27-11-2023,Speaker,Audio,Central,3,753.96
27-11-2023,Speaker,Audio,Central,6,1319.34
27-11-2023,Webcam,Accessories,South,4,574.72
27-11-2023,Laptop,Computers,North,2,2508.44
28-11-2023,Laptop,Computers,West,4,5123.2
29-11-2023,Keyboard,Accessories,North,3,314.33
29-11-2023,Webcam,Accessories,West,5,576.77
29-11-2023,Smartwatch,Wearables,South,5,1764.34
29-11-2023,Webcam,Accessories,Central,3,364.75
30-11-2023,Smartwatch,Wearables,North,3,938.38
01-12-2023,Smartphone,Mobile,South,7,6297.76
01-12-2023,Smartphone,Mobile,East,3,2348.49
02-12-2023,Monitor,Computers,Central,5,2549
02-12-2023,Tablet,Mobile,North,3,1880.17
02-12-2023,Smartwatch,Wearables,West,6,2265.98
03-12-2023,Speaker,Audio,West,6,1363.07
03-12-2023,Headphones,Accessories,East,5,813.71
03-12-2023,Laptop,Computers,West,4,3897.95
04-12-2023,Smartwatch,Wearables,Central,3,1006.13
04-12-2023,Smartwatch,Wearables,West,5,1482.56
04-12-2023,Tablet,Mobile,West,1,717.43
05-12-2023,Smartwatch,Wearables,North,6,2412.66
06-12-2023,Monitor,Computers,Central,2,1046.08
07-12-2023,Keyboard,Accessories,North,4,469
07-12-2023,Speaker,Audio,South,7,1596.63
07-12-2023,Smartphone,Mobile,Central,4,3985.32
07-12-2023,Smartwatch,Wearables,North,4,1498.92
07-12-2023,Smartphone,Mobile,North,1,875.69
07-12-2023,Tablet,Mobile,South,3,1969.05
07-12-2023,Smartphone,Mobile,North,3,2430.89
08-12-2023,Monitor,Computers,North,4,2311.84
08-12-2023,Speaker,Audio,North,6,1283.3
08-12-2023,Keyboard,Accessories,South,1,120.15
08-12-2023,Headphones,Accessories,East,2,296.46
09-12-2023,Smartphone,Mobile,East,3,2553.44
09-12-2023,Keyboard,Accessories,Central,6,716.15
10-12-2023,Laptop,Computers,East,1,1185.89
11-12-2023,Monitor,Computers,West,3,1459.03
11-12-2023,Smartwatch,Wearables,Central,5,1889.46
12-12-2023,Mouse,Accessories,South,1,62.41
12-12-2023,Tablet,Mobile,South,5,3718.85
12-12-2023,Laptop,Computers,Central,4,5256.08
13-12-2023,Keyboard,Accessories,West,5,571.05
13-12-2023,Keyboard,Accessories,West,6,575.09
14-12-2023,Speaker,Audio,South,3,659.95
14-12-2023,Mouse,Accessories,North,6,328.08
15-12-2023,Mouse,Accessories,East,1,58.69
15-12-2023,Tablet,Mobile,North,1,625.05
15-12-2023,Smartwatch,Wearables,East,5,1972.5
16-12-2023,Smartwatch,Wearables,North,5,1804.35
16-12-2023,Webcam,Accessories,North,5,660.3
16-12-2023,Keyboard,Accessories,Central,5,632.8
17-12-2023,Keyboard,Accessories,North,4,465.08
17-12-2023,Speaker,Audio,West,6,1477.86
17-12-2023,Smartwatch,Wearables,West,4,1474.06
17-12-2023,Keyboard,Accessories,South,7,
18-12-2023,Monitor,Computers,West,4,2176.76
19-12-2023,Headphones,Accessories,North,7,1271.53
19-12-2023,Laptop,Computers,Central,2,2540.4
19-12-2023,Smartwatch,Wearables,Central,6,2264.28
20-12-2023,Laptop,Computers,North,5,4730.96
20-12-2023,Smartwatch,Wearables,Central,4,1277.5
20-12-2023,Mouse,Accessories,West,4,217.94
21-12-2023,Monitor,Computers,West,5,2578.8
21-12-2023,Keyboard,Accessories,South,6,688.5
21-12-2023,Smartwatch,Wearables,East,5,1854.88
21-12-2023,Smartwatch,Wearables,Central,1,376.45
21-12-2023,Smartphone,Mobile,Central,6,5621.88
22-12-2023,Tablet,Mobile,West,4,2764.96
23-12-2023,Speaker,Audio,North,6,1312.96
23-12-2023,Webcam,Accessories,North,7,851.82
23-12-2023,Headphones,Accessories,West,4,659.53
24-12-2023,Keyboard,Accessories,West,6,597.31
24-12-2023,Monitor,Computers,West,1,472.12
24-12-2023,Headphones,Accessories,North,4,707.26
24-12-2023,Keyboard,Accessories,Central,5,530.02
25-12-2023,Monitor,Computers,West,5,2662.38
26-12-2023,Webcam,Accessories,East,3,381.56
26-12-2023,Webcam,Accessories,North,7,977.68
26-12-2023,Smartphone,Mobile,East,9,8664.48
27-12-2023,Monitor,Computers,West,5,2328.75
